1574785276654,good_bin.svg,false,2000
6495,milk.png,container
2197,paper.png,paper
4064,coffee lid.jpg,container
1974,eggshells.jpg,garbage
1641,tea bag.jpg,garbage
1878,snickers.png,garbage
2428,apple.png,garbage
2278,coffee paper cup.jpeg,coffee
2087,elastic bands.jpg,garbage
2586,pizza box.jpg,paper
